address,prices,Rooms,Square_in_m^2,floor,Type,Year,District
" мкр Шугыла, Жуалы 26",33 000 000 〒,2, 75.6, 1/16,['монолитный дом'],['2014 г.п.'],['Наурызбайский р-н']
 мкр Таугуль-1 72 — Сулейменова-Пятницкого,43 000 000 〒,2, 54, 8/9,['панельный дом'],['1989 г.п.'],['Ауэзовский р-н']
 Мкр Аксай-2 13 — Толе би саина,28 000 000 〒,1, 46, 3/12,['монолитный дом'],['1990 г.п.'],[]
 Тимирязева 59б — Манаса,30 500 000 〒,1, 39.6, 4/5,['кирпичный дом'],['1977 г.п.'],['Бостандыкский р-н']
" мкр Шугыла, Жуалы",35 000 000 〒,1, 60, 13/16,['монолитный дом'],['2013 г.п.'],['Наурызбайский р-н']
 мкр Саялы 114,32 000 000 〒,2, 67, 5/5,['монолитный дом'],['2018 г.п.'],['Алатауский р-н']
 Жандосова — Айманова,29 500 000 〒,2, 42, 2/4,['кирпичный дом'],['1962 г.п.'],['Бостандыкский р-н']
" мкр Каргалы, Акселеу Сейдембек 105/6",97 175 100 〒,4, 160.62, 3/5,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
" мкр Акбулак, Дарабоз 85",34 500 000 〒,1, 45, 6/12,['монолитный дом'],['2022 г.п.'],['Алатауский р-н']
" Алтын Орда, 6/37 1",22 500 000 〒,1, 41, 10/10,[],['2022 г.п.'],['Наурызбайский р-н']
 мкр Саялы — Напротив Автоцона,35 000 000 〒,2, 63, 1/5,['монолитный дом'],['2016 г.п.'],['Алатауский р-н']
" мкр Акбулак, Байтерекова 43/2 — Бауыржана Момышулы",34 000 000 〒,2, 58, 5/12,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 мкр №2 42,29 000 000 〒,2, 46, 1/4,['панельный дом'],['1970 г.п.'],['Ауэзовский р-н']
 Брусиловского 163,56 999 999 〒,2, 90, 2/20,['монолитный дом'],['2011 г.п.'],['Алмалинский р-н']
 мкр Айнабулак-3 152,32 000 000 〒,1, 44, 1/5,['панельный дом'],['1980 г.п.'],['Жетысуский р-н']
 Розыбакиева — Утепова,57 000 000 〒,2, 51, 13/14,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 Микрорайон Мамыр-1 26/1,78 500 000 〒,2, 82, 11/15,['монолитный дом'],['2022 г.п.'],['Ауэзовский р-н']
" мкр Акбулак, Чуланова — Восточнее Момышулы южнее Рыскулова",42 500 000 〒,2, 68.7, 9/9,['монолитный дом'],['2010 г.п.'],['Алатауский р-н']
" мкр Шугыла, Жунусова 63",27 000 000 〒,2, 50, 4/6,[],['2023 г.п.'],['Наурызбайский р-н']
 мкр №5 19а/1,27 000 000 〒,2, 42, 1/1,['кирпичный дом'],['1984 г.п.'],['Ауэзовский р-н']
 Саина 14 — Толе би-Саина,14 000 000 〒,1, 21, 2/4,['кирпичный дом'],['1975 г.п.'],['Ауэзовский р-н']
" мкр Улжан-1, Такежанова 43в — Ул.Жалайыр - ул.Улан",19 500 000 〒,1, 41.16, 5/6,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 мкр Аксай-3А 80 — Яссауи толе би,28 000 000 〒,1, 46, 9/9,['панельный дом'],['1991 г.п.'],['Ауэзовский р-н']
 Талгарский тракт 6,25 000 000 〒,2, 49.5, 9/9,['монолитный дом'],['2023 г.п.'],['Медеуский р-н']
" мкр Шугыла, Алтын орда",35 000 000 〒,2, 53, 7/10,[],['2022 г.п.'],['Наурызбайский р-н']
 Абая 28 — Абая-Сейфулина,65 999 999 〒,2, 60, 4/12,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 Керей-Жанибек Хандар,110 000 000 〒,2, 42, 3/3,['панельный дом'],['1986 г.п.'],['Медеуский р-н']
 Мкр. Шугыла 340/3,16 800 000 〒,1, 31, 1/10,['монолитный дом'],['2022 г.п.'],[]
 Райымбек батыра 283,40 000 000 〒,2, 67, 2/9,['монолитный дом'],['2022 г.п.'],[]
 Головацкого 5,26 408 000 〒,2, 55, 4/5,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 Райымбека 506 — Сайна,43 000 000 〒,4, 80, 5/5,['кирпичный дом'],['1982 г.п.'],['Ауэзовский р-н']
 мкр №6 — Саина,36 950 000 〒,3, 60.6, 4/4,['панельный дом'],['1970 г.п.'],['Ауэзовский р-н']
 Исаева 55 — Сити центр,35 000 000 〒,1, 45, 5/5,['кирпичный дом'],['1980 г.п.'],['Алмалинский р-н']
 мкр Нуркент (Алгабас-1) 79,36 000 000 〒,2, 69, 7/13,['монолитный дом'],['2017 г.п.'],['Алатауский р-н']
 Просп. Назарбаева 28А,32 000 000 〒,2, 48, 11/13,['монолитный дом'],['2022 г.п.'],['Жетысуский р-н']
 Дорожник 19,43 000 000 〒,3, 80, 1/3,['панельный дом'],['2000 г.п.'],[]
 мкр Казахфильм — Алматинская,29 500 000 〒,1, 31, 1/5,[],['1978 г.п.'],['Бостандыкский р-н']
" мкр Керемет, Наурызбай батыра 127/5 — Сатпаева",65 000 000 〒,2, 58, 4/10,['монолитный дом'],['2021 г.п.'],['Бостандыкский р-н']
" мкр Аксай-5, Мкр Аксай, Б. Момышулы 25",28 500 000 〒,1, 36.6, 8/9,['монолитный дом'],['2019 г.п.'],['Ауэзовский р-н']
 мкр Шугыла 8,25 500 000 〒,2, 57, 10/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Микрорайон Кайрат 303/5,25 000 000 〒,1, 41.3, 1/7,['монолитный дом'],['2021 г.п.'],['Медеуский р-н']
 Мкр водник 3 93б,13 500 000 〒,1, 38, 3/5,['кирпичный дом'],['2014 г.п.'],[]
" мкр Коккайнар, Аркалык 123 — Аркалык 123",29 000 000 〒,3, 62, 1/5,['монолитный дом'],['2019 г.п.'],['Алатауский р-н']
 мкр Жас Канат 1/65,25 000 000 〒,1, 44, 3/5,['монолитный дом'],['2017 г.п.'],['Турксибский р-н']
" мкр Нурлытау (Энергетик), Мкрн. Нурлытау 932",59 900 000 〒,3, 75.58, 2/3,['монолитный дом'],['2022 г.п.'],['Бостандыкский р-н']
 Толе-би 286/1,75 500 000 〒,3, 98, 12/21,['монолитный дом'],['2015 г.п.'],['Алмалинский р-н']
 Кассина 146 — Сейфуллина,27 500 000 〒,2, 44, 2/6,['монолитный дом'],['2021 г.п.'],['Турксибский р-н']
 Земнухова 5 — Совхозная,7 000 000 〒,1, 16, 1/2,['кирпичный дом'],['1970 г.п.'],['Турксибский р-н']
" мкр Калкаман-2, Абишева 3",55 000 000 〒,3, 83, 15/16,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Бабаева 35 — Розабакива Тимирязева,39 000 000 〒,2, 59, 4/5,['панельный дом'],['1992 г.п.'],['Бостандыкский р-н']
 мкр Айнабулак-3 152,44 000 000 〒,2, 59.9, 4/5,['панельный дом'],['1990 г.п.'],['Жетысуский р-н']
 Земнухова 5 — Совхозная,7 000 000 〒,1, 16, 1/2,['кирпичный дом'],['1970 г.п.'],['Турксибский р-н']
" мкр Калкаман-2, Абишева 3",55 000 000 〒,3, 83, 15/16,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Бабаева 35 — Розабакива Тимирязева,39 000 000 〒,2, 59, 4/5,['панельный дом'],['1992 г.п.'],['Бостандыкский р-н']
 мкр Айнабулак-3 152,44 000 000 〒,2, 59.9, 4/5,['панельный дом'],['1990 г.п.'],['Жетысуский р-н']
 мкр Коккайнар 73,23 500 000 〒,3, 58, 5/5,['монолитный дом'],['2019 г.п.'],['Алатауский р-н']
 Гагарина — Гагарина Кожабекова,67 000 000 〒,2, 65, 3/10,['монолитный дом'],['2009 г.п.'],['Бостандыкский р-н']
" мкр Жулдыз-2, Дунентаева",31 000 000 〒,3, 54, 2/3,['кирпичный дом'],['1970 г.п.'],['Турксибский р-н']
 Шарипова 118 — Шарипова курмангазы,13 000 000 〒,1, 15, 2/5,['панельный дом'],['1977 г.п.'],['Алмалинский р-н']
 Жамбыла — Байзакова,35 000 000 〒,2, 50.3, 1/2,['кирпичный дом'],['1959 г.п.'],['Алмалинский р-н']
 мкр Зердели (Алгабас-6) — Момышұлы —Мөңке би,26 500 000 〒,2, 54, 2/6,['монолитный дом'],['2016 г.п.'],['Алатауский р-н']
 мкр Аксай-3А 59 — ТолебиЯссауи,51 000 000 〒,4, 82, 4/5,['панельный дом'],['1990 г.п.'],['Ауэзовский р-н']
 мкр Жетысу-4 8,49 000 000 〒,3, 67, 1/6,['кирпичный дом'],['1997 г.п.'],['Ауэзовский р-н']
 мкр Жас Канат 1/30,35 000 000 〒,2, 63.2, 7/9,['монолитный дом'],['2017 г.п.'],['Турксибский р-н']
 мкр Акжар,16 800 000 〒,1, 40, 1/4,['монолитный дом'],['2023 г.п.'],['Наурызбайский р-н']
 мкр Шугыла 340/3,22 500 000 〒,1, 47.64, 3/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
" мкр Теректы, Устирт",13 000 000 〒,1, 25, 2/3,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
" мкр Аксай-2, Ақсай-2 ш/а. 16 — Толеби-момышулы.толеби-сайна",38 200 000 〒,3, 66.7, 3/5,['панельный дом'],['1984 г.п.'],['Ауэзовский р-н']
 мкр Зердели (Алгабас-6),22 000 000 〒,1, 39, 9/9,['монолитный дом'],['2013 г.п.'],['Алатауский р-н']
" мкр Шугыла, Мкр. Шугыла 340/3",18 500 000 〒,1, 31, 3/9,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 мкр Дорожник 27,20 500 000 〒,2, 37.9, 2/3,[],['1980 г.п.'],['Жетысуский р-н']
" мкр Жулдыз-1 26Д — Конечная остановка автобуса 85,32",23 500 000 〒,1, 37.3, 3/5,['кирпичный дом'],['2007 г.п.'],['Турксибский р-н']
 Утеген батыра 11,28 000 000 〒,1, 36.4, 7/16,['монолитный дом'],['2023 г.п.'],['Ауэзовский р-н']
 Тянь-Шанская 9г — Парк Горького,37 800 000 〒,2, 40, 3/10,['монолитный дом'],['2021 г.п.'],['Медеуский р-н']
 мкр №2 12 — Жубанова,43 000 000 〒,3, 58, 4/4,['панельный дом'],['1967 г.п.'],['Ауэзовский р-н']
 Хусаинова 225,87 000 000 〒,3, 100, 11/15,['монолитный дом'],['2006 г.п.'],['Бостандыкский р-н']
" мкр Шугыла, Жунисова 10 к1",17 000 000 〒,1, 28, 1/9,['монолитный дом'],['2021 г.п.'],['Наурызбайский р-н']
 Абишева 36/3,56 000 000 〒,3, 83, 9/16,['монолитный дом'],['2020 г.п.'],['Наурызбайский р-н']
 мкр Айнабулак-1 17,42 000 000 〒,3, 66, 4/5,['панельный дом'],['1982 г.п.'],['Жетысуский р-н']
 мкр Зердели (Алгабас-6) — Остановки,44 000 000 〒,3, 76.5, 2/9,['монолитный дом'],['2015 г.п.'],['Алатауский р-н']
 мкр Коктем-2 9,42 000 000 〒,3, 60.5, 1/4,['панельный дом'],['1972 г.п.'],['Бостандыкский р-н']
 мкр Тастак-2 30,40 000 000 〒,3, 72, 6/9,['монолитный дом'],['1999 г.п.'],['Алмалинский р-н']
" мкр Шугыла, Мкр. Шугыла уч. 340/3, 340/8",27 000 000 〒,2, 52, 3/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Журавлева 26,32 500 000 〒,1, 38.63, 12/13,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
" мкр Таугуль-1, Навои 52 — Навои Токтабаева",42 000 000 〒,1, 52, 6/10,['монолитный дом'],['2009 г.п.'],['Ауэзовский р-н']
 Пр. Сакена Сейфуллина,40 000 000 〒,2, 68.5, 5/5,['монолитный дом'],['2014 г.п.'],['Турксибский р-н']
" мкр 71-й разъезд, Мкр 71-й разъезд 2",11 532 000 〒,1, 37.2, 3/5,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
" мкр 71-й разъезд, Мкр 71-й разъезд 1",15 225 000 〒,2, 52.5, 3/5,['монолитный дом'],['2023 г.п.'],['Алатауский р-н']
 мкр Алмагуль 310 — Гагарина/Аль-Фараби,37 500 000 〒,1, 50.46, 11/20,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 Луганского 1 — Сатпаева,130 000 000 〒,4, 146, 2/14,['монолитный дом'],['2007 г.п.'],['Медеуский р-н']
 Аль-Фараби 23 — Ходжанова,25 000 000 〒,1, 45, 1/16,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 Жунисова 4 к 11,43 000 000 〒,3, 88, 2/10,['монолитный дом'],['2019 г.п.'],['Наурызбайский р-н']
 Алтын орда 6/42,24 800 000 〒,1, 47, 4/10,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Журавлева 26 — Розыбакиева,30 000 000 〒,1, 31, 4/13,['монолитный дом'],['2023 г.п.'],['Бостандыкский р-н']
 проспект Назарбаева — Шевченко,125 000 000 〒,4, 87.7, 4/5,['кирпичный дом'],['1974 г.п.'],['Медеуский р-н']
 мкр Шугыла — Нурлы,48 000 000 〒,3, 76, 6/9,['монолитный дом'],['2017 г.п.'],['Наурызбайский р-н']
 мкр Рахат,77 000 000 〒,2, 69.34, 4/4,['монолитный дом'],['2022 г.п.'],['Наурызбайский р-н']
 Мынбаева 93,55 000 000 〒,3, 72, 4/5,['кирпичный дом'],['1994 г.п.'],['Алмалинский р-н']
 Габдуллина 57 — Байзакова,26 000 000 〒,1, 30, 2/4,['кирпичный дом'],['1962 г.п.'],['Бостандыкский р-н']
" мкр Нур Алатау, Улан/Жанар 37 б — Бывший Алатау",99 000 000 〒,5, 150, 2/4,['кирпичный дом'],['2008 г.п.'],['Бостандыкский р-н']
 мкр №1 — Жубанова правды,30 000 000 〒,2, 46, 2/4,[],['1963 г.п.'],['Ауэзовский р-н']
 Торайгырова 25,82 000 000 〒,3, 120, 10/14,['монолитный дом'],['2007 г.п.'],['Бостандыкский р-н']
 мкр Жас Канат — Возле мечети,27 000 000 〒,1, 39.7, 8/9,['монолитный дом'],['2017 г.п.'],['Турксибский р-н']
 мкр Алатау (ИЯФ) 42,25 000 000 〒,2, 46, 4/4,['панельный дом'],['1959 г.п.'],['Медеуский р-н']
 Габдуллина 28,75 000 000 〒,3, 74, 1/5,['кирпичный дом'],['1986 г.п.'],['Бостандыкский р-н']
 мкр Таугуль — Жандосова,59 500 000 〒,3, 92, 8/10,['монолитный дом'],['2014 г.п.'],['Ауэзовский р-н']
 Жуалы,40 000 000 〒,2, 108, 4/16,['монолитный дом'],['2011 г.п.'],['Наурызбайский р-н']
